date,home_team,away_team,home_score,away_score
2023-07-12,Pistons,Knicks,117,116
2023-07-13,Kings,Jazz,112,117
2023-07-14,Jazz,Thunder,123,136
2023-07-15,Knicks,Magic,109,93
2023-07-16,Clippers,Trail Blazers,103,108
2023-07-17,Nets,Thunder,106,112
2023-07-18,Pacers,Timberwolves,111,109
2023-07-19,Hawks,Timberwolves,115,97
2023-07-20,Bulls,Spurs,94,125
2023-07-21,Mavericks,Pistons,111,117
2023-07-22,Wizards,Pistons,108,130
2023-07-23,Suns,Lakers,104,124
2023-07-24,76ers,Suns,113,102
2023-07-25,Heat,Suns,106,109
2023-07-26,Bulls,Trail Blazers,105,114
2023-07-27,76ers,Raptors,119,132
2023-07-28,Pistons,Hornets,111,90
2023-07-29,Pelicans,Grizzlies,101,140
2023-07-30,Celtics,Thunder,134,91
2023-07-31,Thunder,Mavericks,127,98
2023-08-01,Clippers,Pacers,105,124
2023-08-02,Hawks,Lakers,109,106
2023-08-03,Rockets,Suns,99,114
2023-08-04,Knicks,Suns,96,104
2023-08-05,Rockets,Raptors,103,105
2023-08-06,Rockets,76ers,110,105
2023-08-07,Bucks,Pelicans,130,110
2023-08-08,Hawks,Rockets,120,113
2023-08-09,Suns,Trail Blazers,112,120
2023-08-10,Knicks,Pacers,102,115
2023-08-11,Pistons,Trail Blazers,94,97
2023-08-12,Spurs,Bucks,98,112
2023-08-13,Kings,Timberwolves,114,99
2023-08-14,Wizards,Timberwolves,134,94
2023-08-15,Celtics,Mavericks,127,92
2023-08-16,Lakers,Timberwolves,108,104
2023-08-17,Jazz,Pelicans,115,89
2023-08-18,Nuggets,Celtics,102,120
2023-08-19,Rockets,Magic,104,139
2023-08-20,Rockets,Celtics,136,117
2023-08-21,Magic,Pacers,80,116
2023-08-22,Cavaliers,Wizards,125,111
2023-08-23,Nuggets,Celtics,118,100
2023-08-24,Jazz,Nets,97,103
2023-08-25,Grizzlies,Bucks,113,99
2023-08-26,Warriors,Wizards,112,108
2023-08-27,Magic,Bulls,99,113
2023-08-28,Celtics,Spurs,101,125
2023-08-29,Pistons,Warriors,128,125
2023-08-30,Jazz,Heat,114,83
2023-08-31,Jazz,Knicks,101,106
2023-09-01,Kings,76ers,110,105
2023-09-02,Raptors,Wizards,93,110
2023-09-03,Magic,Raptors,119,107
2023-09-04,Cavaliers,Hawks,107,113
2023-09-05,Mavericks,Bulls,91,127
2023-09-06,76ers,Magic,103,108
2023-09-07,Lakers,Magic,101,141
2023-09-08,Lakers,Bucks,122,93
2023-09-09,Heat,Hornets,111,129
2023-09-10,Rockets,Pacers,98,90
2023-09-11,Trail Blazers,Pacers,98,134
2023-09-12,Knicks,Rockets,105,84
2023-09-13,Nuggets,Thunder,128,92
2023-09-14,Knicks,Cavaliers,109,107
2023-09-15,Hornets,Magic,102,129
2023-09-16,Spurs,Heat,107,120
2023-09-17,Kings,Pistons,103,123
2023-09-18,Hawks,Knicks,120,115
2023-09-19,Hornets,Mavericks,101,104
2023-09-20,Hornets,Cavaliers,123,111
2023-09-21,Timberwolves,Wizards,100,137
2023-09-22,Heat,Jazz,105,80
2023-09-23,Grizzlies,Pelicans,108,109
2023-09-24,Rockets,Bucks,121,104
2023-09-25,Mavericks,Bucks,94,105
2023-09-26,Cavaliers,Magic,118,109
2023-09-27,Magic,Spurs,107,123
2023-09-28,Pistons,Hornets,88,111
2023-09-29,Suns,Knicks,92,128
2023-09-30,Pelicans,Nuggets,94,113
2023-10-01,Mavericks,Hornets,107,108
2023-10-02,Jazz,Nets,123,93
2023-10-03,Mavericks,Bulls,120,126
2023-10-04,Jazz,Rockets,113,119
2023-10-05,Bulls,Magic,102,131
2023-10-06,Mavericks,Timberwolves,123,84
2023-10-07,Cavaliers,Pelicans,101,126
2023-10-08,Heat,Lakers,98,121
2023-10-09,Suns,Kings,100,102
2023-10-10,Raptors,Rockets,106,107
2023-10-11,Heat,Timberwolves,108,135
2023-10-12,Suns,Raptors,125,93
2023-10-13,Hornets,Raptors,108,86
2023-10-14,Raptors,Thunder,121,117
2023-10-15,Nuggets,Jazz,135,96
2023-10-16,Thunder,Clippers,112,92
2023-10-17,Knicks,Pelicans,146,101
2023-10-18,Kings,Hornets,114,99
2023-10-19,Hornets,Clippers,122,121
2023-10-20,Hawks,Warriors,127,107
2023-10-21,Mavericks,Nuggets,122,127
2023-10-22,Trail Blazers,Mavericks,112,113
2023-10-23,Grizzlies,Wizards,113,88
2023-10-24,Hawks,Grizzlies,117,115
2023-10-25,Jazz,Kings,105,131
2023-10-26,Suns,Timberwolves,103,113
2023-10-27,Magic,Wizards,103,108
2023-10-28,Suns,Grizzlies,133,136
2023-10-29,Warriors,Clippers,98,121
2023-10-30,Wizards,Spurs,122,113
2023-10-31,Kings,Clippers,137,96
2023-11-01,Clippers,Heat,115,102
2023-11-02,Knicks,76ers,103,117
2023-11-03,Heat,Wizards,108,98
2023-11-04,Thunder,Raptors,115,121
2023-11-05,Hornets,Knicks,116,107
2023-11-06,76ers,Nets,103,105
2023-11-07,Hawks,Wizards,97,113
2023-11-08,Spurs,Bucks,119,99
2023-11-09,Pelicans,Knicks,80,135
2023-11-10,Bucks,Heat,110,127
2023-11-11,Mavericks,Knicks,110,109
2023-11-12,Cavaliers,Pelicans,125,113
2023-11-13,Mavericks,Raptors,124,114
2023-11-14,76ers,Cavaliers,120,96
2023-11-15,Trail Blazers,Wizards,104,122
2023-11-16,Celtics,Cavaliers,118,116
2023-11-17,Thunder,Spurs,88,106
2023-11-18,Celtics,Grizzlies,112,95
2023-11-19,Suns,Wizards,121,88
2023-11-20,Hornets,Magic,152,106
2023-11-21,Kings,76ers,93,98
2023-11-22,76ers,Trail Blazers,107,111
2023-11-23,Suns,Raptors,94,80
2023-11-24,Trail Blazers,Kings,108,112
2023-11-25,Cavaliers,Suns,103,125
2023-11-26,Hornets,Pacers,108,87
2023-11-27,Nets,Nuggets,116,122
2023-11-28,Celtics,Knicks,105,102
2023-11-29,76ers,Thunder,141,115
2023-11-30,Trail Blazers,Lakers,126,110
2023-12-01,Raptors,Suns,101,118
2023-12-02,Bulls,Jazz,99,115
2023-12-03,Raptors,Magic,90,131
2023-12-04,Pacers,Hawks,127,109
2023-12-05,Wizards,Trail Blazers,97,126
2023-12-06,Kings,Jazz,93,108
2023-12-07,Jazz,Hornets,99,118
2023-12-08,Nuggets,76ers,97,127
2023-12-09,Raptors,Spurs,122,105
2023-12-10,Bulls,Mavericks,132,105
2023-12-11,Nuggets,Thunder,120,112
2023-12-12,Trail Blazers,Cavaliers,100,106
2023-12-13,Celtics,Knicks,121,103
2023-12-14,Cavaliers,Jazz,116,96
2023-12-15,Hawks,Rockets,96,121
2023-12-16,Thunder,Rockets,118,106
2023-12-17,Grizzlies,Pistons,105,126
2023-12-18,Raptors,Warriors,119,86
2023-12-19,Celtics,Raptors,103,107
2023-12-20,Pelicans,Celtics,143,127
2023-12-21,Grizzlies,Heat,105,132
2023-12-22,Raptors,Trail Blazers,106,145
2023-12-23,Thunder,Suns,123,110
2023-12-24,Trail Blazers,Celtics,110,120
2023-12-25,Pacers,Suns,124,110
2023-12-26,Rockets,Raptors,93,134
2023-12-27,Rockets,Magic,118,109
2023-12-28,Heat,Knicks,124,101
2023-12-29,Bucks,Kings,97,125
2023-12-30,Wizards,Magic,92,105
2023-12-31,Trail Blazers,Hawks,129,106
2024-01-01,Clippers,Pelicans,114,97
2024-01-02,Lakers,Pistons,105,101
2024-01-03,Timberwolves,Mavericks,101,110
2024-01-04,Trail Blazers,Bulls,122,108
2024-01-05,Jazz,Hawks,120,85
2024-01-06,Rockets,Nuggets,116,132
2024-01-07,Timberwolves,Nets,131,115
2024-01-08,Pacers,Pelicans,102,129
2024-01-09,Hawks,Rockets,114,108
2024-01-10,Pelicans,Cavaliers,126,110
2024-01-11,Kings,Trail Blazers,107,102
2024-01-12,Grizzlies,Nets,126,104
2024-01-13,Trail Blazers,Heat,99,119
2024-01-14,Nuggets,Hawks,109,97
2024-01-15,Knicks,Heat,90,97
2024-01-16,Thunder,Pistons,95,109
2024-01-17,Bucks,Nets,106,82
2024-01-18,Bulls,Mavericks,108,96
2024-01-19,Suns,Knicks,108,80
2024-01-20,Wizards,Heat,97,110
2024-01-21,Suns,Hawks,103,102
2024-01-22,Lakers,Trail Blazers,111,103
2024-01-23,Mavericks,Cavaliers,97,106
2024-01-24,Grizzlies,Kings,86,111
2024-01-25,Nets,Thunder,126,111
2024-01-26,Celtics,Nuggets,120,99
2024-01-27,Timberwolves,Knicks,117,124
2024-01-28,Spurs,Hornets,80,109
2024-01-29,Nuggets,Rockets,106,124
2024-01-30,Jazz,Pelicans,106,107
2024-01-31,Nuggets,Celtics,106,106
2024-02-01,Spurs,Knicks,108,131
2024-02-02,Grizzlies,Lakers,109,113
2024-02-03,Hornets,Hawks,99,118
2024-02-04,Suns,Celtics,104,123
2024-02-05,Jazz,Spurs,108,110
2024-02-06,Celtics,Magic,113,135
2024-02-07,Wizards,Hawks,120,106
2024-02-08,Jazz,Thunder,98,109
2024-02-09,Suns,Pistons,124,116
2024-02-10,Warriors,Hawks,108,116
2024-02-11,Kings,Pacers,109,115
2021-09-30,Hornets,Magic,114,107
2021-10-01,Raptors,Mavericks,116,117
2021-10-02,Grizzlies,Nuggets,97,110
2021-10-03,Nets,Hornets,105,80
2021-10-04,Pacers,Raptors,119,103
2021-10-05,Pelicans,Thunder,90,109
2021-10-06,Trail Blazers,Rockets,117,112
2021-10-07,Nuggets,Trail Blazers,123,105
2021-10-08,Grizzlies,Bucks,127,89
2021-10-09,Grizzlies,Warriors,107,125
2021-10-10,Rockets,Suns,89,114
2021-10-11,Heat,Trail Blazers,98,121
2021-10-12,Hornets,Thunder,116,102
2021-10-13,Bulls,Suns,110,101
2021-10-14,Pistons,Clippers,110,99
2021-10-15,Suns,Bulls,126,133
2021-10-16,Raptors,Thunder,87,95
2021-10-17,Heat,Knicks,116,97
2021-10-18,Pelicans,Knicks,99,103
2021-10-19,Bulls,Magic,109,135
2021-10-20,Grizzlies,Rockets,103,112
2021-10-21,Nuggets,Spurs,115,109
2021-10-22,Bucks,Suns,114,112
2021-10-23,Trail Blazers,Mavericks,121,95
2021-10-24,Grizzlies,Cavaliers,106,118
2021-10-25,Raptors,Pacers,112,125
2021-10-26,Knicks,Spurs,115,103
2021-10-27,Timberwolves,Heat,102,83
2021-10-28,Raptors,Magic,103,90
2021-10-29,Mavericks,Knicks,131,121
2021-10-30,Lakers,76ers,105,105
2021-10-31,Knicks,Mavericks,91,109
2021-11-01,Warriors,Thunder,110,111
2021-11-02,Magic,Timberwolves,114,107
2021-11-03,Pacers,Grizzlies,102,111
2021-11-04,Hawks,Hornets,111,99
2021-11-05,Warriors,Knicks,102,100
2021-11-06,Hawks,Kings,116,97
2021-11-07,Warriors,Hornets,97,101
2021-11-08,Bulls,Rockets,111,98
2021-11-09,Pelicans,Suns,97,80
2021-11-10,Celtics,Nuggets,116,130
2021-11-11,Trail Blazers,Rockets,91,115
2021-11-12,Hornets,Thunder,115,106
2021-11-13,Jazz,Celtics,99,100
2021-11-14,Jazz,Kings,113,105
2021-11-15,Mavericks,Bucks,138,124
2021-11-16,Nuggets,Pelicans,98,80
2021-11-17,Raptors,Clippers,115,125
2021-11-18,Knicks,Nuggets,123,103
2021-11-19,Magic,Bulls,119,103
2021-11-20,Clippers,Nets,103,126
2021-11-21,Jazz,76ers,128,102
2021-11-22,Pacers,Hawks,100,116
2021-11-23,Jazz,Timberwolves,122,104
2021-11-24,Lakers,Celtics,106,113
2021-11-25,Pelicans,Spurs,124,99
2021-11-26,Bucks,Trail Blazers,123,117
2021-11-27,76ers,Hawks,108,117
2021-11-28,Spurs,Hawks,92,118
2021-11-29,Bucks,Heat,117,111
2021-11-30,Suns,Warriors,97,117
2021-12-01,Pelicans,Pacers,99,82
2021-12-02,Suns,Hornets,110,127
2021-12-03,Clippers,Mavericks,115,96
2021-12-04,Suns,Raptors,112,107
2021-12-05,Wizards,Suns,106,100
2021-12-06,Magic,Pelicans,99,123
2021-12-07,Grizzlies,Knicks,88,110
2021-12-08,Heat,Knicks,101,97
2021-12-09,Magic,Heat,124,99
2021-12-10,Clippers,Timberwolves,105,91
2021-12-11,Thunder,Kings,99,85
2021-12-12,Pelicans,Thunder,112,114
2021-12-13,Pistons,Timberwolves,110,113
2021-12-14,Cavaliers,76ers,106,94
2021-12-15,Kings,Warriors,110,109
2021-12-16,Pacers,Pistons,95,116
2021-12-17,Nuggets,Kings,121,90
2021-12-18,Rockets,Grizzlies,135,127
2021-12-19,Bucks,Trail Blazers,114,108
2021-12-20,Hawks,Mavericks,94,110
2021-12-21,Nets,Knicks,134,95
2021-12-22,Bulls,Mavericks,103,108
2021-12-23,Pistons,Wizards,133,81
2021-12-24,Clippers,Pelicans,98,118
2021-12-25,Hornets,Warriors,123,116
2021-12-26,Clippers,Kings,106,102
2021-12-27,76ers,Celtics,122,107
2021-12-28,Bucks,Wizards,102,113
2021-12-29,Kings,Bulls,125,123
2021-12-30,Kings,Bulls,101,122
2021-12-31,Warriors,Pelicans,116,108
2022-01-01,Bulls,Celtics,92,122
2022-01-02,Grizzlies,Pelicans,143,93
2022-01-03,Warriors,Wizards,105,113
2022-01-04,Knicks,Lakers,104,111
2022-01-05,Bulls,Cavaliers,106,95
2022-01-06,Thunder,Warriors,108,116
2022-01-07,Bulls,Timberwolves,114,110
2022-01-08,Heat,Warriors,105,120
2022-01-09,Spurs,Pacers,112,110
2022-01-10,Nets,Pelicans,117,96
2022-01-11,Kings,Knicks,91,114
2022-01-12,Spurs,Wizards,104,100
2022-01-13,Knicks,Timberwolves,105,107
2022-01-14,Celtics,Nuggets,94,101
2022-01-15,Celtics,Bucks,97,91
2022-01-16,Pacers,Warriors,87,106
2022-01-17,Grizzlies,Hornets,122,108
2022-01-18,Pacers,Magic,138,107
2022-01-19,Raptors,Hawks,124,120
2022-01-20,Pistons,Knicks,133,108
2022-01-21,Rockets,Nuggets,86,129
2022-01-22,Rockets,76ers,88,123
2022-01-23,76ers,Clippers,112,104
2022-01-24,Grizzlies,Pistons,122,110
2022-01-25,76ers,Jazz,123,103
2022-01-26,Grizzlies,Warriors,113,154
2022-01-27,Timberwolves,Kings,97,121
2022-01-28,Pacers,Wizards,116,103
2022-01-29,Wizards,Timberwolves,99,133
2022-01-30,Nets,Hornets,89,110
2022-01-31,Mavericks,Wizards,109,109
2022-02-01,Clippers,Grizzlies,107,132
2022-02-02,Celtics,Rockets,119,105
2022-02-03,Thunder,Bulls,99,112
2022-02-04,Hornets,Jazz,119,80
2022-02-05,Raptors,Clippers,114,111
2022-02-06,Pelicans,Bulls,112,103
2022-02-07,Thunder,Hornets,104,109
2022-02-08,Rockets,Clippers,130,95
2022-02-09,Warriors,Grizzlies,122,105
2022-02-10,Spurs,Timberwolves,119,102
2022-02-11,Trail Blazers,Jazz,106,119
2022-02-12,Pelicans,Suns,131,101
2022-02-13,Nets,Hawks,106,118
2022-02-14,Warriors,Trail Blazers,104,93
2022-02-15,Trail Blazers,Knicks,109,92
2022-02-16,Wizards,Celtics,96,104
2022-02-17,Suns,Magic,129,131
2022-02-18,Mavericks,Bucks,109,93
2022-02-19,Bucks,76ers,107,102
2022-02-20,Celtics,Pelicans,98,106
2022-02-21,Bulls,Lakers,100,91
2022-02-22,Grizzlies,Lakers,102,120
2022-02-23,Magic,Knicks,119,93
2022-02-24,Thunder,Magic,103,101
2022-02-25,Clippers,Kings,116,101
2022-02-26,Lakers,Nuggets,106,117
2022-02-27,Lakers,Thunder,84,108
2022-02-28,Magic,Hornets,105,108
2022-03-01,Lakers,Raptors,104,124
2022-03-02,Pacers,Kings,90,118
2022-03-03,Pacers,Knicks,93,121
2022-03-04,Bucks,Pelicans,91,127
2022-03-05,Spurs,Clippers,128,126
2022-03-06,Pelicans,Magic,113,107
2022-03-07,Raptors,Bucks,90,80
2022-03-08,Trail Blazers,Grizzlies,119,121
2022-03-09,76ers,Nets,93,140
2022-03-10,Warriors,Celtics,106,95
2022-03-11,Warriors,Lakers,101,112
2022-03-12,Nets,Spurs,97,109
2022-03-13,Celtics,Bulls,109,122
2022-03-14,Nets,Pistons,113,113
2022-03-15,Heat,Jazz,125,110
2022-03-16,Pelicans,Suns,121,103
2022-03-17,Hornets,Warriors,106,133
2022-03-18,Clippers,Timberwolves,114,107
2022-03-19,Suns,Knicks,92,119
2022-03-20,Celtics,Wizards,117,130
2022-03-21,Wizards,Clippers,133,104
2022-03-22,Knicks,Nuggets,107,91
2022-03-23,Knicks,Rockets,107,92
2022-03-24,Magic,Pistons,108,116
2022-03-25,Cavaliers,Rockets,103,118
2022-03-26,Rockets,Bucks,104,117
2022-03-27,Pistons,Rockets,94,99
2022-03-28,Lakers,Thunder,127,109
2022-03-29,Raptors,Warriors,98,102
2022-03-30,Bucks,76ers,120,114
2022-03-31,Wizards,Clippers,98,151
2022-04-01,Pistons,Mavericks,117,97
2022-04-02,Grizzlies,Lakers,112,107
2022-04-03,Nuggets,Warriors,110,103
2022-04-04,Pacers,Suns,117,107
2022-04-05,Lakers,Pelicans,122,122
2022-04-06,Celtics,Nuggets,102,119
2022-04-07,Spurs,Pacers,105,115
2022-04-08,Bulls,Suns,104,127
2022-04-09,Mavericks,Knicks,114,96
2022-04-10,Rockets,Trail Blazers,109,110
2022-04-11,Rockets,Nets,130,95
2022-04-12,Thunder,Pacers,113,112
2022-04-13,76ers,Lakers,81,126
2022-04-14,Lakers,Bucks,149,113
2022-04-15,Timberwolves,Thunder,97,111
2022-04-16,Lakers,Spurs,114,93
2022-04-17,Hawks,Timberwolves,103,118
2022-04-18,76ers,Wizards,108,87
2022-04-19,Suns,Cavaliers,110,84
2022-04-20,Kings,Warriors,111,134
2022-04-21,Jazz,Grizzlies,116,103
2022-04-22,Wizards,Nuggets,127,114
2022-04-23,Hawks,Thunder,95,115
2022-04-24,Grizzlies,Nets,90,111
2022-04-25,Hawks,Pelicans,108,119
2022-04-26,Lakers,Celtics,110,108
2022-04-27,Knicks,Timberwolves,100,116
2022-04-28,Hawks,Pelicans,103,80
2022-04-29,Heat,Grizzlies,114,95
2022-04-30,Rockets,Heat,116,118
2022-05-01,Trail Blazers,Pistons,106,121
2022-05-02,Hawks,Heat,101,127
2022-05-03,Heat,Grizzlies,108,109
2022-05-04,Nets,Wizards,96,113
2022-05-05,Nets,Mavericks,108,112
2022-05-06,Warriors,Jazz,102,100
2022-05-07,Kings,Nuggets,120,95
2022-05-08,Suns,Magic,119,126
2022-05-09,Knicks,Wizards,122,102
2022-05-10,Thunder,Trail Blazers,82,102
2022-05-11,Bulls,Warriors,119,133
2022-05-12,Knicks,Rockets,125,115
2022-05-13,Nuggets,Pelicans,86,131
2022-05-14,Jazz,Celtics,115,109
2022-05-15,Wizards,Suns,111,117
2022-05-16,Suns,Grizzlies,116,127
2022-05-17,Jazz,Suns,96,92
2022-05-18,Heat,Mavericks,105,115
2022-05-19,Rockets,Trail Blazers,116,95
2022-05-20,76ers,Nets,104,118
2022-05-21,Hawks,Pistons,100,86
2022-05-22,Knicks,Hornets,115,101
2022-05-23,Rockets,Warriors,113,109
2022-05-24,Celtics,Grizzlies,100,107
2022-05-25,Warriors,Jazz,103,122
2022-05-26,Hornets,Rockets,136,99
2022-05-27,Bulls,Celtics,110,111
2022-05-28,Cavaliers,Warriors,131,100
2022-05-29,Lakers,Nuggets,110,104
2022-05-30,Nuggets,Nets,98,95
2022-05-31,Jazz,Nets,128,94
2022-06-01,Bulls,Knicks,102,114
2022-06-02,Nets,Pistons,122,104
2022-06-03,Raptors,Hornets,88,113
2022-06-04,Grizzlies,Pelicans,121,109
2022-06-05,Suns,Bulls,97,80
2022-06-06,Thunder,Spurs,87,105
2022-06-07,Grizzlies,Hornets,101,113
2022-06-08,Rockets,Pelicans,113,101
2022-06-09,Rockets,Heat,102,93
2022-06-10,Nuggets,Bulls,97,103
2022-06-11,Pelicans,Wizards,112,125
2022-06-12,Thunder,Bulls,126,132
2022-06-13,Wizards,Bulls,102,112
2022-06-14,Clippers,Lakers,99,122
2022-06-15,Hornets,Magic,120,87
2022-06-16,Suns,Warriors,127,107
2022-06-17,Celtics,Bucks,102,116
2022-06-18,Lakers,Pelicans,133,103
2022-06-19,Heat,Mavericks,109,117
2022-06-20,Rockets,Bulls,96,128
2022-06-21,Bulls,Pelicans,128,88
2022-06-22,Clippers,Mavericks,91,107
2022-06-23,Trail Blazers,Suns,104,80
2022-06-24,Jazz,Rockets,100,102
2022-06-25,76ers,Clippers,103,117
2022-06-26,Pacers,Rockets,107,91
2022-06-27,Wizards,Raptors,89,96
2022-06-28,Clippers,Kings,120,119
2022-06-29,Magic,Knicks,106,107
2022-06-30,Wizards,Thunder,110,118
2022-07-01,Bulls,Trail Blazers,114,88
2022-07-02,Heat,Bucks,107,130
2022-07-03,Clippers,Pistons,105,127
2022-07-04,Clippers,Kings,100,142
2022-07-05,Trail Blazers,Warriors,121,123
2022-07-06,Pacers,Kings,100,96
2022-07-07,Pelicans,Wizards,105,105
2022-07-08,Wizards,Warriors,120,117
2022-07-09,Grizzlies,Nuggets,112,96
2022-07-10,Nuggets,76ers,99,121
2022-07-11,Suns,Rockets,107,100
2022-07-12,Thunder,Celtics,104,106
2022-07-13,Suns,Raptors,116,120
2022-07-14,76ers,Bulls,119,98
2022-07-15,Celtics,Pelicans,115,105
2022-07-16,Timberwolves,Heat,97,124
2022-07-17,Suns,Bulls,120,101
2022-07-18,Spurs,Nuggets,119,98
2022-07-19,Clippers,Cavaliers,104,115
2022-07-20,Celtics,Bucks,94,124
2022-07-21,Thunder,Kings,115,109
2022-07-22,76ers,Hawks,94,109
2022-07-23,Bucks,Mavericks,112,113
2022-07-24,Wizards,Rockets,103,90
2022-07-25,Grizzlies,Suns,128,120
2022-07-26,Trail Blazers,Jazz,96,106
2022-07-27,Nuggets,Suns,106,113
2022-07-28,Jazz,Spurs,106,114
2022-07-29,Bucks,76ers,88,92
2022-07-30,Heat,Trail Blazers,103,118
2022-07-31,76ers,Raptors,87,124
2022-08-01,Suns,Rockets,93,111
2022-08-02,Magic,Hawks,98,95
2022-08-03,Pistons,Bulls,118,140
2022-08-04,Bucks,Clippers,90,104
2022-08-05,Cavaliers,76ers,120,116
2022-08-06,Grizzlies,Suns,122,116
2022-08-07,Nuggets,Jazz,120,93
2022-08-08,Warriors,Pacers,114,111
2022-08-09,Hornets,Timberwolves,115,113
2022-08-10,Hornets,Bucks,121,88
2022-08-11,Lakers,Knicks,107,104
2022-08-12,Pacers,Mavericks,101,97
2022-08-13,Raptors,Heat,102,87
2022-08-14,Mavericks,Trail Blazers,106,99
2022-08-15,Kings,Raptors,125,80
2022-08-16,Cavaliers,Grizzlies,98,117
2022-08-17,Pistons,Knicks,131,101
2022-08-18,Grizzlies,Nuggets,125,116
2022-08-19,Jazz,Timberwolves,94,111
2022-08-20,Suns,Kings,105,118
2022-08-21,Wizards,Bucks,117,96
2022-08-22,Mavericks,Raptors,110,113
2022-08-23,Pacers,Pistons,116,120
2022-08-24,Jazz,Suns,103,129
2022-08-25,Wizards,Knicks,112,112
2022-08-26,Timberwolves,Warriors,96,91
2022-08-27,Thunder,Pacers,94,121
2022-08-28,Spurs,Timberwolves,94,115
2022-08-29,Lakers,Pelicans,84,128
2022-08-30,Warriors,Pelicans,121,80
2022-08-31,Pacers,Bucks,132,105
2022-09-01,Grizzlies,Mavericks,105,117
2022-09-02,Hawks,Timberwolves,96,108
2022-09-03,Bucks,Hornets,120,105
2022-09-04,Bucks,Pistons,87,87
2022-09-05,Trail Blazers,Bulls,119,117
2022-09-06,Lakers,Jazz,114,110
2022-09-07,Warriors,Clippers,109,100
2022-09-08,Bulls,Hornets,105,138
2022-09-09,Celtics,Nets,98,113
2022-09-10,Mavericks,Hornets,130,105
2022-09-11,Spurs,Pacers,99,125
2022-09-12,76ers,Jazz,119,118
2022-09-13,Hawks,Magic,106,106
2022-09-14,Heat,Pelicans,90,111
2022-09-15,Thunder,Knicks,93,111
2022-09-16,Hornets,Celtics,110,92
2022-09-17,Magic,Knicks,118,115
2022-09-18,Raptors,Nets,113,113
2022-09-19,Nuggets,Grizzlies,80,109
2022-09-20,Heat,Spurs,84,102
2022-09-21,Heat,Magic,110,106
2022-09-22,Celtics,Spurs,99,113
2022-09-23,Bulls,Knicks,100,104
2022-09-24,Warriors,Timberwolves,119,114
2022-09-25,Magic,Cavaliers,111,97
2022-09-26,Knicks,Kings,102,97
2022-09-27,Nuggets,Cavaliers,112,124
2022-09-28,Nuggets,Timberwolves,90,94
2022-09-29,Jazz,Timberwolves,120,95
2022-09-30,Jazz,Warriors,89,103
2022-10-01,Trail Blazers,Cavaliers,94,115
2022-10-02,Pelicans,Mavericks,113,97
2022-10-03,Bucks,Trail Blazers,113,103
2022-10-04,Grizzlies,Bulls,123,103
2022-10-05,Celtics,Nuggets,108,123
2022-10-06,Jazz,Knicks,113,119
2022-10-07,Wizards,Pistons,106,130
2022-10-08,Raptors,Cavaliers,118,94
2022-10-09,Warriors,Spurs,124,126
2022-10-10,Bulls,Trail Blazers,104,93
2022-10-11,Jazz,Celtics,100,82
2022-10-12,Pelicans,Celtics,108,118
2022-10-13,Kings,Warriors,94,98
2022-10-14,Jazz,Warriors,106,101
2022-10-15,Knicks,Lakers,103,113
2022-10-16,Clippers,Heat,101,102
2022-10-17,Raptors,Spurs,123,106
2022-10-18,Nets,Rockets,104,96
2022-10-19,Rockets,Mavericks,115,122
2022-10-20,Cavaliers,Wizards,126,112
2022-10-21,Magic,Cavaliers,99,100
2022-10-22,Raptors,Bulls,119,114
2022-10-23,Warriors,Suns,106,121
2022-10-24,Grizzlies,Pelicans,113,136
2022-10-25,Bulls,Pistons,117,114
2022-10-26,Bucks,Grizzlies,122,107
2022-10-27,Pacers,Nets,104,98
2022-10-28,Hawks,Heat,108,119
2022-10-29,76ers,Timberwolves,104,125
2022-10-30,Suns,Pelicans,112,94
2022-10-31,Pelicans,Warriors,108,122
2022-11-01,Cavaliers,Nets,127,108
2022-11-02,Lakers,Grizzlies,116,128
2022-11-03,Clippers,Wizards,104,107
2022-11-04,Thunder,Pacers,112,134
2022-11-05,Knicks,Jazz,130,111
2022-11-06,Pistons,Pacers,105,117
2022-11-07,Suns,Cavaliers,99,114
2022-11-08,Pistons,Lakers,94,111
2022-11-09,Warriors,Suns,102,117
2022-11-10,Pistons,Grizzlies,123,103
2022-11-11,Celtics,Bulls,107,117
2022-11-12,Mavericks,Celtics,100,128
2022-11-13,Clippers,Spurs,94,117
2022-11-14,Hornets,Magic,102,102
2022-11-15,Rockets,Thunder,106,106
2022-11-16,Kings,Jazz,121,98
2022-11-17,Nuggets,Pelicans,102,113
2022-11-18,Celtics,Cavaliers,109,119
2022-11-19,Nets,Hawks,97,119
2022-11-20,Cavaliers,Spurs,95,135
2022-11-21,Pelicans,Magic,124,123
2022-11-22,Rockets,Timberwolves,104,118
2022-11-23,76ers,Hornets,139,112
2022-11-24,Rockets,Cavaliers,101,101
2022-11-25,Trail Blazers,Knicks,90,111
2022-11-26,Magic,Hawks,95,113
2022-11-27,Pacers,Raptors,119,104
2022-11-28,Kings,Heat,126,113
2022-11-29,Wizards,Celtics,130,102
2022-11-30,Pelicans,Hawks,105,109
2022-12-01,Bulls,Kings,120,84
2022-12-02,76ers,Pelicans,112,103
2022-12-03,Celtics,Pistons,133,110
2022-12-04,Mavericks,Raptors,111,82
2022-12-05,Mavericks,Heat,128,85
2022-12-06,Pistons,Nets,113,123
2022-12-07,Hornets,Clippers,129,128
2022-12-08,Jazz,Mavericks,109,129
2022-12-09,Knicks,Spurs,100,100
2022-12-10,Trail Blazers,Hornets,91,114
